h,om_l,om_m,om_k
50.466971508249635,0.5,0.4,0.1
50.88954810014156,0.5023602094731882,0.40175910267405895,0.1027145672219573
50.725320461540534,0.5088838414540111,0.405279654084549,0.1027145672219573
50.87717566995417,0.5069680839190147,0.41192749508420157,0.10741491223520519
50.87717566995417,0.5069680839190147,0.41192749508420157,0.10741491223520519
51.15972658871021,0.5069680839190147,0.41192749508420157,0.10741491223520519
51.93719675222203,0.5069680839190147,0.41192749508420157,0.10741491223520519
51.67090710966666,0.500171597717135,0.4185177138260468,0.11755996828300543
51.67090710966666,0.500171597717135,0.4185177138260468,0.11755996828300543
51.67090710966666,0.500171597717135,0.4185177138260468,0.11755996828300543
51.67090710966666,0.500171597717135,0.4185177138260468,0.11755996828300543
51.67090710966666,0.500171597717135,0.4185177138260468,0.11755996828300543
52.117419227985245,0.500171597717135,0.4185177138260468,0.11755996828300543
52.85206654184908,0.5016139486308411,0.4185177138260468,0.11755996828300543
53.19991106636926,0.4980831826562336,0.4259916478275883,0.11755996828300543
53.19991106636926,0.4980831826562336,0.4259916478275883,0.11755996828300543
53.19991106636926,0.4980831826562336,0.4259916478275883,0.11755996828300543
53.19991106636926,0.4980831826562336,0.4259916478275883,0.11755996828300543
53.19991106636926,0.4980831826562336,0.4259916478275883,0.11755996828300543
53.248985079395105,0.4983310849537706,0.42940141843840957,0.11783758961633835
53.248985079395105,0.4983310849537706,0.42940141843840957,0.11783758961633835
53.32801162350932,0.4976109912051404,0.4346588394909211,0.1225861332539929
53.32801162350932,0.4976109912051404,0.4346588394909211,0.1225861332539929
53.32801162350932,0.4976109912051404,0.4346588394909211,0.1225861332539929
53.76995095447631,0.4976109912051404,0.4346588394909211,0.1225861332539929
53.76995095447631,0.4976109912051404,0.4346588394909211,0.1225861332539929
53.85879894075946,0.4976109912051404,0.4346588394909211,0.1225861332539929
54.33317579285444,0.4976109912051404,0.4346588394909211,0.1225861332539929
54.33317579285444,0.4976109912051404,0.4346588394909211,0.1225861332539929
54.469689763912534,0.5022125234566578,0.4346588394909211,0.1225861332539929
54.436820460973145,0.5040694108208966,0.43867164107567264,0.1275229474666434
54.436820460973145,0.5040694108208966,0.43867164107567264,0.1275229474666434
54.81474938644308,0.5016100735614449,0.44026540549573834,0.13881948986281228
54.81474938644308,0.5016100735614449,0.44026540549573834,0.13881948986281228
54.81474938644308,0.5016100735614449,0.44026540549573834,0.13881948986281228
54.71346932511844,0.5057710067560047,0.4408241997697883,0.14296448159695213
54.71346932511844,0.5057710067560047,0.4408241997697883,0.14296448159695213
54.71346932511844,0.5057710067560047,0.4408241997697883,0.14296448159695213
54.418617753858804,0.5095778470712328,0.4500521525185132,0.14859683165205614
54.418617753858804,0.5095778470712328,0.4500521525185132,0.14859683165205614
54.47822006690213,0.5108112722309511,0.45032684828530717,0.15221905315383252
